index,user_id,user_screenname,user_des,tweet_id,tweet_date,tweet_text,tweet_len,followers_count,friends_count,favorites_count,sentiment_vader,sentiment_tb,hashtags
1,23038280,tanurai,"Geek, mum, overthinker, lasers, outreach, education. Polymath. Views entirely my own fault.
#autistic #dyspraxic #valkyrie",1064651123016040448,2018-11-19,Turns out sequins are easy to hide in sequins. #CircuitPlayground #DiscoTop ,76,2460,706,9303,0.3,0.43,"CircuitPlayground, DiscoTop, CircuitPlayground, DiscoTop, "
2,23038280,tanurai,"Geek, mum, overthinker, lasers, outreach, education. Polymath. Views entirely my own fault.
#autistic #dyspraxic #valkyrie",1064640152910336000,2018-11-19,"Who's going to be at the launch of the @nvmuk this weekend? Those who are too far away, what do you want me to nose… ",117,2460,706,9303,0.08,0.1,
3,23038280,tanurai,"Geek, mum, overthinker, lasers, outreach, education. Polymath. Views entirely my own fault.
#autistic #dyspraxic #valkyrie",1064542010026196992,2018-11-19,"I'm having an attempt at hand written slides for a talk tomorrow, and this is my favourite slide so far. #talks… ",113,2460,706,9303,0.49,0.1,"talks, "
4,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",1063605373767163905,2018-11-17,This is also one of my old pieces this time in Watercolours. It's of a demon sucking a soul out of this person.… ,113,3,14,8,0.0,0.1,
5,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",1063602443660009477,2018-11-17,"Right this is a commission that I did for someone, they wanted a purple owl, like something from a fantasy. So this… ",117,3,14,8,0.36,0.29,
6,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",1063597069460537344,2018-11-17,"So sorry I've not been on here much, I've just not been to well and I've also been working. I will be however posti… ",117,3,14,8,-0.34,-0.15,
7,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",1002716239012253697,2018-06-02,Isn't he lovely :) he's a new friend I met at a local zoo haha 😂 🐂 ,67,3,14,8,0.17,0.27,
8,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",777178217367076864,2016-09-17,This is dedicated to Re-Animator my absolute favorite movie. Drawn with Wacom tablet in Manga Studio 5... neon style ,117,3,14,8,0.72,0.35,
9,2201552023,Morbid_Madame,"I'm Darkthorn Roseheart, im a alternative artist and a special fx makeup artist. I will also post other stuff. I love all things unique ...farewell fellow Goths",777173056603185152,2016-09-17,"Art of my zombie character ...Luna Deadbeat, drawn by me In krita with a wacom tablet. Will post more of my art. ",113,3,14,8,0.0,0.5,
10,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1064516937647095808,2018-11-19,"#WonderfulWaling
#Waling100

Happy ride. ",41,2439,619,4352,0.57,0.8,"WonderfulWaling, Waling100, WonderfulWaling, Waling100, "
11,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1064488906165506048,2018-11-19,Reading Session for Children. ,30,2439,619,4352,0.0,0.0,
12,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1064313614520250368,2018-11-19,Today's first read: a lovely article on China's growth. ,56,2439,619,4352,0.75,0.38,
13,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1063826216061407233,2018-11-17,"ॐ
Peace ",8,2439,619,4352,0.54,0.0,
14,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1063764248357216256,2018-11-17,"ॐ 
Peace! 🌹 ",12,2439,619,4352,0.58,0.0,
15,70611657,DinkarNepal,"Social Development Advisor at Waling Municipality. Columnist - Connecting Dots @NepaliTimes. Learner: Education, Social Transformations, Politics, GeoPolitics",1062992811161804800,2018-11-15,Peace. ,7,2439,619,4352,0.54,0.0,
16,1250922674,GeekyGhostGuy,Graphic Designer|Programmer|Techie|Pop Culture(mainly Anime\Manga)|Music Lover|Artist|Blogger 🤔,1064518625296556032,2018-11-19,Now its official.😐 ,19,381,2528,19013,0.0,0.0,
17,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1064220958679019526,2018-11-18,Night Fever with the NIGHT SKY dress by Stop Staring!   ,56,1109,2281,269,-0.36,0.0,
18,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063967785389314048,2018-11-18,"Introducing the NAVAL dress by Stop Staring for Fall Winter 2018!  #pippy, #stopstaring,… ",90,1109,2281,269,-0.36,0.0,"pippy, stopstaring, pippy, stopstaring, "
19,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063858566774300672,2018-11-17,"The TWILIGHT dress has a pretty lace top for a formal feel in style.  #stopstaring, #pippy,… ",93,1109,2281,269,0.61,0.38,"stopstaring, pippy, stopstaring, pippy, "
20,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063656985927839745,2018-11-17,"BEAUTIFUL!  Look out men, here she comes.  has the new version of the COVERGIRL dress for Fa… ",94,1109,2281,269,0.71,0.57,
21,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063605396496101376,2018-11-17,"FALL FASHION IS HERE! Stop Staring new fashion for the new season is available at  #romper,… ",93,1109,2281,269,-0.36,0.22,"romper, "
22,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063521005505847296,2018-11-16,thepippyco@gmail.com -  ,24,1109,2281,269,0.0,0.0,
23,19049407,ThePippyCo,"Fashion Stylist, Art Director, Online Sales   https://t.co/dZEAa4b6KB & https://t.co/PpVoUiUzH6
FB - https://t.co/88cZHHWQ8R
  PIN https://t.co/81xMXh3Iiy",1063061816878731264,2018-11-15,Do you remember the 21st night of SEPTEMBER? This dress available at  ,70,1109,2281,269,0.0,0.2,
24,55278625,CalgaryCulture,Stay up to date with arts and culture events in Calgary. An initiative of @CalgaryArtsDev.,1064709931255963649,2018-11-20,"Thanks to @SimonSchusterCA , @WordfestTweets, and @calgarylibrary hear @susanorlean deliver a dazzling love letter… ",116,34229,1018,12511,0.8,0.48,
25,55278625,CalgaryCulture,Stay up to date with arts and culture events in Calgary. An initiative of @CalgaryArtsDev.,1064649784890408961,2018-11-19,"After a three-year hiatus, Canadian indie favourites @heyoceanband return with a new evolution of their energetic b… ",117,34229,1018,12511,0.44,0.21,
