index,screen_name,user_id,tweet_text
1,petemongeau,872486509,"Date with the devil, after a full Row and strongman workout at CrossFit Zanshin interval training on the Assault Ru… https://t.co/6yKU8dK6ji"
2,petemongeau,872486509,CrossFit Zanshin gets a mention in this weeks journal.  We pride ourselves on protecting the community. https://t.co/M01yZGt5gw
3,petemongeau,872486509,1st Snow on the Mountain .... Class of 91 https://t.co/VLa1X1rRNl
4,petemongeau,872486509,❤️ it! You are never too old! https://t.co/adbl67PSSg
5,petemongeau,872486509,Excellent read... precisely why everyone that walks through the doors at CrossFit Zanshin must first complete our b… https://t.co/zLgg4P71KC
6,petemongeau,872486509,https://t.co/7Gzt7GVsD3
7,petemongeau,872486509,https://t.co/ThvawF7A3y
8,petemongeau,872486509,Lifting weights as you age is healthy way to extend your golden years.. https://t.co/LElQorXkUU
9,petemongeau,872486509,5th Annual Fall Throwdown Workout #1 ...” I can’t stop coughing “ @ CrossFit Zanshin — at CrossFit Zanshin https://t.co/pDoyqrSlYj
10,petemongeau,872486509,5th Annual Fall Throwdown WOD # 3 ...... “I fought the barbell and the barbell won” 😂😜 @ CrossFit Zanshin — at Cros… https://t.co/pxTEZCQyHx
11,petemongeau,872486509,5th Annual Fall Throwdown.  Every year we host this event and it just keeps getting bigger and better every year. W… https://t.co/N9wTeWQlHE
12,petemongeau,872486509,This past weekend CrossFit Zanshin members celebrated in style.  The energy was electric and the Tacos were delicio… https://t.co/BiXuBY1pqF
13,petemongeau,872486509,I posted a new video to Facebook https://t.co/lBWpY6cocP
14,petemongeau,872486509,I posted a new video to Facebook https://t.co/AE1xW19Z0i
15,petemongeau,872486509,I posted a new video to Facebook https://t.co/LwW4xTXqxi
16,petemongeau,872486509,I posted a new video to Facebook https://t.co/j0S3gHmokQ
17,petemongeau,872486509,I posted a new video to Facebook https://t.co/hhB4xs3aE7
18,LisaGfit,312254338,"When I first began my fitness journey, I realized how difficult it can be to start &amp; continue a fitness regimen.… https://t.co/nxHWh3VpAU"
19,LisaGfit,312254338,"Choosing healthy meals every day can be challenging if you do not have a plan!

https://t.co/ahmbCX4dNZ"
20,LisaGfit,312254338,"You can’t stay in shape without putting in the work! 💪🏻

https://t.co/tZlgvuXDZ2 https://t.co/az07FxmM14"
21,LisaGfit,312254338,"Too busy to workout? Or just too much excuses? This is for you!

https://t.co/JWcsSpVQSO"
22,LisaGfit,312254338,"It's not just what you eat, but it's when you eat it, and when you rest that impacts your metabolism and determines… https://t.co/481IsIGppD"
23,LisaGfit,312254338,"Last chance to join!!

Lose weight for a free beach vacation? 🏖🏝 Yes please! 🙋🏻‍♀️🙋🏻‍♂️

Mexico is waiting for you!… https://t.co/1R9AaO7AIR"
24,LisaGfit,312254338,"When you feel amazing, you show up better for everything, and that you’ll smash the rest of the to-do list with con… https://t.co/0R0vlBM5L9"
25,LisaGfit,312254338,It's all about the right mindset! 🙌🏻 https://t.co/G5FHSbGTTr
26,LisaGfit,312254338,"A friendly reminder to all! ☝🏻
https://t.co/tZlgvuXDZ2 https://t.co/y0rqxQ7rna"
27,LisaGfit,312254338,"Happy Weekend fit fam! 💖

Incorporate planned indulgences into your otherwise healthy diet, instead of depriving yo… https://t.co/bJhy5VS3fc"
28,LisaGfit,312254338,"To succeed at this lifestyle change, you need a total transformation! 🙌🏻

Get started here &gt;&gt;… https://t.co/VrXOW0BEln"
29,LisaGfit,312254338,"Do you prefer to do your workouts in the afternoon or at night?

Watch my video on the pros and cons of late aftern… https://t.co/UUdWeYfCUW"
30,LisaGfit,312254338,"Who else loves Keto Diet? 🙋🏻
#KetoDietFever is real! &gt;&gt;

https://t.co/5IFx4mvPv2"
31,carl_marsh,310778140,Me and muscle Jesus having a rose wine after decorating all day listening to @Cher https://t.co/8Zk1qpxO7f
32,carl_marsh,310778140,#cher @cher 🌈🌈🌈🌈 https://t.co/rSKoUA0knS
33,carl_marsh,310778140,Love my fiancé he’s so shy when dancing in the kitchen. He’s my private dancer #tinaturner @thegourmetgays 🌈🌈🌈🌈 https://t.co/ae5o7Q3V2X
34,carl_marsh,310778140,Love this . It’s my soundtrack whilst decorating @LittleMix . So @RuPaul 🌈🌈🌈🌈🌈 https://t.co/PNSDyUFqKz
35,carl_marsh,310778140,https://t.co/ci61wocivH
36,carl_marsh,310778140,Hobnob is helping me decorate the apartment @thegourmetgays 🌈🌈🌈🌈🌈 https://t.co/TH3rHwNUGM
37,mike8675309,108763262,#armday wrapped up and only 2 workouts left in the #TrueStrength3 challenge.  Find the link in my profile to to get… https://t.co/fStTH7EV7p
