index,screen_name,user_id,tweet_text
1,bujeeboo,65560382,Finnegan getting his mushy on and watching his shows. https://t.co/SqL6hyVf1U
2,Mia_2012x,512555917,👀 watching the race! https://t.co/PmRG85ZPhQ
3,Mia_2012x,512555917,View from the stands at #TMS last Sunday. Someone’s head is always in my pics☹️#nascar https://t.co/Mx4RT3WGG0
4,Mia_2012x,512555917,Pre race pics from last Sunday on pit road.  I’m short so I take what I can get when it comes to taking pictures &amp;… https://t.co/emhlA49cNX
5,Mia_2012x,512555917,Love this guy #ClintBowyer #14. Pre race pics from pit road at #tms #nascar https://t.co/g5yxF30S5T
6,Mia_2012x,512555917,Few pics from pit road last Sunday pre race. #KyleBusch #tms #nascar https://t.co/aKqZp9kEl0
7,Mia_2012x,512555917,Went to see @rickspringfield in concert Saturday night! He was the first concert I went to when I was in high schoo… https://t.co/mbuN6zLKFt
8,Mia_2012x,512555917,I was so excited to get a picture with @Aric_Almirola yesterday prior to the race at #TMS! Thank you @luckyg78 for… https://t.co/K2mLSbhhOu
9,Morbid_Madame,2201552023,This is also one of my old pieces this time in Watercolours. It's of a demon sucking a soul out of this person.… https://t.co/64c5UT1Kxz
10,Morbid_Madame,2201552023,"Right this is a commission that I did for someone, they wanted a purple owl, like something from a fantasy. So this… https://t.co/hCxZzqukJf"
11,Morbid_Madame,2201552023,"So sorry I've not been on here much, I've just not been to well and I've also been working. I will be however posti… https://t.co/Uly1UH6cAH"
12,Morbid_Madame,2201552023,"This is one of my surrealism landscape digital paintings. 

#SURREALISM #digitalart #surrealismartist #painting… https://t.co/cCouxhpKzB"
13,Morbid_Madame,2201552023,Isn't he lovely :) he's a new friend I met at a local zoo haha 😂 🐂 https://t.co/FbNKfsYtGl
14,Morbid_Madame,2201552023,This is dedicated to Re-Animator my absolute favorite movie. Drawn with Wacom tablet in Manga Studio 5... neon style https://t.co/DAb4xXPn57
15,Morbid_Madame,2201552023,"Art of my zombie character ...Luna Deadbeat, drawn by me In krita with a wacom tablet. Will post more of my art. https://t.co/yvs5SsoDUp"
16,ronnbelen,996989300,https://t.co/sEUGi0Pt7E via ..best and great  message's for new generations Girls . #volleyball .godbless us all #injesusname amen
17,ronnbelen,996989300,"https://t.co/OPWq28Y6e7 via @youtube 
hahaha"
18,ronnbelen,996989300,"https://t.co/mIkrZ3AQfJ via @youtube 
real world it is.? Godbless you in heaven #injesusname amen.  Simply brilliant  #FrancisM  #Happinews"
19,ronnbelen,996989300,"https://t.co/DB6EfSwhWg via @youtube 
#Bridge over trouble .. #charlottechurch"
20,ronnbelen,996989300,"https://t.co/8S5yOsP8Rg via @youtube .
When listening sounds .mind traveling ! Instead watching .!"
21,ronnbelen,996989300,"https://t.co/Xep7w5xZEE via @youtube 
#Angel  #robbie !! Hihihi"
22,ronnbelen,996989300,"https://t.co/csjAxnWSkB via @youtube 
#petshopboys .. #Gowest"
23,ronnbelen,996989300,"Work https://t.co/FmngQ36WkC via @youtube 
Sounds of silence .:-)"
24,ronnbelen,996989300,"https://t.co/NPc5KqlEUH?
v=fdQd1Kg12jo&amp;sns=tw via @youtube 
have a blessed mornings . 
Pastor Bob joyce..injesusname ..amen #happinews"
25,ronnbelen,996989300,"https://t.co/5FkaLfZcU6 via @youtube
Lord JESUS STORY ..JEJEJE  #TAGALOG  PO"
26,randybeamer,34392053,"WATCH: My new favorite song is @BretMullins band 'Watching You Drink.'
Catch them in Floresville Saturday at the 4t… https://t.co/OyKZpuMMVD"
27,randybeamer,34392053,"Do you know this man?
Police asking for help identifying man who may be passing #counterfeit bills… https://t.co/g2mGCXSEBR"
28,randybeamer,34392053,"WATCH: Big thanks to @BretMullins &amp; 2/5ths of his band performing LIVE on @News4SA 
See him in Floresville Saturday… https://t.co/SyKSFXEM5n"
29,randybeamer,34392053,"Do you know this man?
Police asking for help identifying man who may be passing #counterfeit bills… https://t.co/BqBzpML26z"
30,randybeamer,34392053,"HS #football playoff results, highlights &amp; photos
https://t.co/hjdjDjo9y1 
@News4SA"
31,randybeamer,34392053,"NEW: Man in critical condition after crashing into tree
https://t.co/OtyT0wOKnc
@News4SA"
32,randybeamer,34392053,"Can you help? #SanAntonio Battered Women &amp; Children's Shelter in dire need of warm clothing!
https://t.co/1TrYm2XhjO
@News4SA"
33,randybeamer,34392053,"Puppies thrown away in dumpster reunited after quarantine
https://t.co/9UqfFXwraY
@News4SA https://t.co/m0BFCQngTy"
34,randybeamer,34392053,"VIDEO: Rare look inside nation's gun tracing center 
https://t.co/f9F8afxgII 
@News4SA 
@EmilyBaucum https://t.co/E1ac5Tu1tQ"
35,randybeamer,34392053,"WATCH: Which #SanAntonio Deli/Sandwich Shop just won the @News4SA Blue Plate Award
https://t.co/UJ5PLe8nXP
@News4SA… https://t.co/ftYBn9YUzC"
36,randybeamer,34392053,"UPDATE: Victim's family speaks out after accused murderer/neighbor is released on bond:
""If you saw the rage in his… https://t.co/M1pwzC4kT6"
37,randybeamer,34392053,"Air Force identifies pilot killed in T-38 crash at @LaughlinAFB in Del Rio
https://t.co/tBOQFJGLCr
@News4SA https://t.co/vGMuh41AKA"
38,randybeamer,34392053,"WATCH: #SanAntonio jogger talks about being shot by man trying to steal his cell phone
https://t.co/oGzsiNAG66… https://t.co/ztIoo2is8S"
39,randybeamer,34392053,"Your San Antonio Quiz for today:
Can you name this San Antonio Mission?
Bonus points if you can name the kind of ca… https://t.co/8Mxmb83WA8"
40,randybeamer,34392053,"WATCH: #SanAntonio jogger talks about being shot by man trying to steal his cell phone
https://t.co/oGzsiNShuG… https://t.co/twYZIkqvjC"
41,randybeamer,34392053,"UPDATE: Victim's family speaks out after accused murderer/neighbor is released on bond:
""If you saw the rage in his… https://t.co/B29DElQha6"
42,randybeamer,34392053,"WATCH: Which #SanAntonio Deli/Sandwich Shop just won the @News4SA Blue Plate Award
https://t.co/UJ5PLe8nXP
@News4SA… https://t.co/pPq8lI2dbl"
43,randybeamer,34392053,"Air Force identifies pilot killed in T-38 crash at @LaughlinAFB in Del Rio
https://t.co/tBOQFJYn11
@News4SA https://t.co/1PNSSXtWjq"
44,ThePippyCo,19049407,"Fall Fashion is here, get ready for rockabilly plaid! https://t.co/4r4AoQu0ac #www.pippy.co, #pippy, #stopstaring,… https://t.co/fmo9T4MMPM"
45,ThePippyCo,19049407,"The TWILIGHT dress has a pretty lace top for a formal feel in style. https://t.co/8UyfmktOs5 #stopstaring, #pippy,… https://t.co/qRQdw7QCce"
46,ThePippyCo,19049407,"I'll meet you in the MEADOW. The MEADOW dress now available at https://t.co/BRL2kd1AR9 #fallfashion, #stopstaring,… https://t.co/u6Q8NymmAt"
47,ThePippyCo,19049407,"The TIMELESS COMES IN SO MANY COLORS!  #vintage, #stopstaring, #pippy, #retro, #greendress https://t.co/8fz82KLnoU"
48,ThePippyCo,19049407,"BEAUTIFUL!  Look out men, here she comes. https://t.co/BRL2kd1AR9 has the new version of the COVERGIRL dress for Fa… https://t.co/Qxle9vk0Rr"
49,ThePippyCo,19049407,"FALL FASHION IS HERE! Stop Staring new fashion for the new season is available at https://t.co/BRL2kd1AR9 #romper,… https://t.co/O4CPrBz0KM"
50,ThePippyCo,19049407,GET READY FOR FALL WINTER 2018!!! New dresses now listed at https://t.co/BRL2kd1AR9 Check out the new VINTAGE SWEET… https://t.co/xLCD9cQfEK
51,ThePippyCo,19049407,thepippyco@gmail.com - https://t.co/8bWltjdgNs https://t.co/A8ZoXwNeO9
52,ThePippyCo,19049407,Do you remember the 21st night of SEPTEMBER? This dress available at https://t.co/BRL2kd1AR9… https://t.co/LvFauxCNvC
53,ThePippyCo,19049407,"https://t.co/Xs22z0HnoR The classic BELINDA swing nautical dress is back! #stopstaring, #pippy, #nautical,… https://t.co/GjDFBqPhYn"
54,ThePippyCo,19049407,"The Hot Chocolate dress for Fall. https://t.co/jD1sflRxW4 #pippy, #stopstaring, #retro, #dresses https://t.co/gORpgyOEFH"
55,ThePippyCo,19049407,Add a little Ice to your Winter with the Peacock Blue Willow dress by Stop Staring available at… https://t.co/HSKXMmiEWJ
56,ThePippyCo,19049407,"The TIMELESS COMES IN SO MANY COLORS! https://t.co/BRL2kd1AR9 #vintage, #stopstaring, #pippy, #retro, #greendress https://t.co/P2teeY0OSL"
57,ThePippyCo,19049407,"Fall Fashion is here, get ready for rockabilly plaid available at https://t.co/BRL2kd1AR9 https://t.co/4r4AoQu0ac… https://t.co/LjTZMW6ncs"
58,ThePippyCo,19049407,"BEAUTIFUL!  Look out men, here she comes. The new version of the COVERGIRL dress for Fall Winter 2018 by Stop Stari… https://t.co/QR1wYAN1TD"
59,ThePippyCo,19049407,"Tell me why, tell me why, tell me why....why can't we live together? https://t.co/l9ro6TALvu… https://t.co/MJuqwmIh3x"
60,ThePippyCo,19049407,I'll say goodbye to LOVE. The LOVE dress by Stop Staring available now at https://t.co/l9ro6TALvu is perfect for ma… https://t.co/5x1R2znhgo
61,ThePippyCo,19049407,"What happens in VEGAs, stays in VEGAs.  The classic VEGA dress by Stop Staring is available again this fall at… https://t.co/HeVJ3I5hFR"
62,ThePippyCo,19049407,"RIGHT NOW- we have this dress UP TO SIZE 18! Get it while you can.  #stopstaring, #pippyco, #vintagedress,… https://t.co/OIRHFeQB5S"
63,ThePippyCo,19049407,"The WILLOW dress comes in 3 colors. Available at https://t.co/kT8vjIKk4b #willowdress, #stopstaring, #pippy,… https://t.co/SuKAWojnh5"
64,CalgaryCulture,55278625,"The @CDWP_UCalgary’s 25th anniversary celebrations continue with its annual Distinguished Visiting Writer event, fe… https://t.co/ez3beeRoAp"
65,CalgaryCulture,55278625,"Featuring John Denver’s original conductor/arranger, Lee Holdridge, and @OrchestraRMSO, relive the music that helpe… https://t.co/xAx66ygO6j"
66,CalgaryCulture,55278625,"#HotTicket Alert! Enjoy a night out filled with comedy, music, burlesque, cabaret, and more, this month’s… https://t.co/SpaVorVMTx"
67,CalgaryCulture,55278625,"As one of the few full-time vocal ensembles, @cantussings  has grown in prominence with its distinctive approach to… https://t.co/U3Sp8q6Y64"
68,CalgaryCulture,55278625,"Join Katherine Duncan, @CBCkd, as she hosts Radio Hour with mezzo-soprano Nan Hughes, celloist Beth Root Sandvoss,… https://t.co/AUGZ89Cx93"
69,nollywoodmovies,65604908,Watch Nollywood Movie: COLLEGE HOSTEL ROOM MATES https://t.co/vmuJLn2RTB https://t.co/w67ufv1sbj
70,nollywoodmovies,65604908,Watch Nollywood Movie: BILLIONAIRE PROBLEM https://t.co/y1go4iBid4 https://t.co/3QO1IsME02
71,nollywoodmovies,65604908,Watch Nollywood Movie: BILLIONAIRE PROBLEM 2 https://t.co/slwpyfPtxw https://t.co/U63Y2Ce4pQ
72,nollywoodmovies,65604908,Watch Nollywood Movie: BILLIONAIRE PROBLEM 3 https://t.co/CY0hNWaKgO https://t.co/jwLHVHruJH
73,nollywoodmovies,65604908,Watch Nollywood Movie: To Love Again (Extended Part 2 ) https://t.co/3wQAQYLFBF https://t.co/HMKaVpjKLQ
74,nollywoodmovies,65604908,Watch Nollywood Movie: Stew Over Me Season 5 https://t.co/yPFdC7QKek https://t.co/6IiX4In8jM
75,nollywoodmovies,65604908,Watch Nollywood Movie: Stew Over Me Season 6 https://t.co/j2hcr4YxIE https://t.co/V50ms7mWo9
76,nollywoodmovies,65604908,Watch Nollywood Movie: Secret Of Yahoo Men Season 4 https://t.co/bUEMIHhJNM https://t.co/bJRCQ4OkJH
77,nollywoodmovies,65604908,Watch Nollywood Movie: Secret Of Yahoo Men Season 3 https://t.co/WcK3YxUlFL https://t.co/dPt5GXxsGS
78,nollywoodmovies,65604908,Watch Nollywood Movie: MOJUBELO https://t.co/fKlsylUXMc https://t.co/wEzVbGGBC2
79,nollywoodmovies,65604908,Watch Nollywood Movie: BOKINIYEN https://t.co/eHxYsfskwQ https://t.co/JoBTcPJJhs
80,nollywoodmovies,65604908,Watch Nollywood Movie: THE RECKONING PART 2 https://t.co/Np8R7Cjb2z https://t.co/OlDllu0EhI
81,nollywoodmovies,65604908,Watch Nollywood Movie: WHEN MEN LOVE https://t.co/6PBCp6jzMF https://t.co/4O8rX1X97H
82,nollywoodmovies,65604908,Watch Nollywood Movie: YEYE ALASE https://t.co/DQIYMqNeEC https://t.co/qu0QQaSITR
83,nollywoodmovies,65604908,Watch Nollywood Movie: Officer Chris https://t.co/Q3vZTV41Pl https://t.co/AtQLuFPVq4
84,nollywoodmovies,65604908,Watch Nollywood Movie: Ologodo 2 https://t.co/i1oYfWpSTq https://t.co/pZpaywLonU
85,nollywoodmovies,65604908,Watch Nollywood Movie: King Of Boys Season 1 https://t.co/9xWSOM7uxT https://t.co/YeJ4dNB3wG
86,nollywoodmovies,65604908,Watch Nollywood Movie: King Of Boys Season 2 https://t.co/e9bCTseLwk https://t.co/hiQcIe8TSL
87,nollywoodmovies,65604908,Watch Nollywood Movie: OLOWOLEGBON https://t.co/U1nqMWajLU https://t.co/pj7ecZS2wB
88,nollywoodmovies,65604908,Watch Nollywood Movie: Ayajo Ololufe (VALENTINE) https://t.co/bvyTp7Z0nd https://t.co/QSeMgsJAQR
89,JPPrice,19629769,Apparently ESPN Gamecast has seen Michigan-Indiana games before based on the win probability. #iufb https://t.co/rVlfMvTG8P
90,kimlanobs,1689622986,this is what god looks like https://t.co/xYMD2R7Fky
91,DKorecki,402542955,Watching #TheGymkhanaFiles https://t.co/FSOjkk11SL
92,DKorecki,402542955,Officially out of warranty at 100k miles. Pray for me. https://t.co/ZERWOCQ0R9
93,DKorecki,402542955,Airbud catching snowballs https://t.co/qZY3BN52VC
94,DKorecki,402542955,The Loki-plow coming through https://t.co/ISxTHNuRHr
95,DKorecki,402542955,I clearly swapped to the winter set at the right time. https://t.co/1LsE4Tuwkw
96,DKorecki,402542955,Snowstache https://t.co/dgY4BgKqRL
97,DKorecki,402542955,Invented a new show for @thehoonigans with @hertlife over Twitch. The Paw-fessionals (the_pawfessionals) featuring… https://t.co/wWFUlxEKOc
98,DKorecki,402542955,Tonight's itinerary #Fallout76 https://t.co/y0SD8h71xp
99,DKorecki,402542955,Added all the tracks I have driven on to the toolbox. Plenty of room for more tracks. https://t.co/OSzEMmAlsW
100,DKorecki,402542955,Washing before winter storage #BMW #M3 https://t.co/h1SvGwetAK
101,DKorecki,402542955,I should buy this for my morning tea #Marvel #Thanos https://t.co/04zajex51L
102,DKorecki,402542955,That was close #BMW #M3 https://t.co/gdiyEpUPsA
103,DKorecki,402542955,Beautiful #Corvette https://t.co/MS6BswcUpq
