index,user_id,user_screenname,user_des,tweet_id,tweet_date,tweet_text,tweet_len,followers_count,friends_count,favorites_count,sentiment_vader,sentiment_tb,hashtags
1,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065655349435400192,2018-11-22,Attention #Leaders:  Do This One Thing and You Can Be Forever Young  #meditation #yoga #mindfulness,99,1092,834,412,0.0,0.1,"Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, "
2,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065390142389723136,2018-11-21,"Changing our brains can make us better #leaders, even if it can’t give us younger bodies.  ",91,1092,834,412,0.44,0.25,"leaders, "
3,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065368276761542658,2018-11-21,Cultivate an Attitude of Gratitude  #leadershiplesson #gratitude #mindset,73,1092,834,412,0.51,0.0,"leadershiplesson, gratitude, mindset, leadershiplesson, gratitude, mindset, leadershiplesson, gratitude, mindset, "
4,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065291737520836608,2018-11-21,Attention #Leaders:  Do This One Thing and You Can Be Forever Young  #meditation #yoga #mindfulness,99,1092,834,412,0.0,0.1,"Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, Leaders, meditation, yoga, mindfulness, "
5,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065253546189307904,2018-11-21,Cultivate an Attitude of #Gratitude  #linkedin #leadership #leadershiptip,73,1092,834,412,0.0,0.0,"Gratitude, linkedin, leadership, leadershiptip, Gratitude, linkedin, leadership, leadershiptip, Gratitude, linkedin, leadership, leadershiptip, Gratitude, linkedin, leadership, leadershiptip, "
6,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065229567298805762,2018-11-21,"As we focus inward on our own #gratitude with our loved ones, we give our #leadership a heightened humility to the… ",116,1092,834,412,0.6,0.65,"gratitude, leadership, gratitude, leadership, "
7,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065224616371789825,2018-11-21,"""Never stop dreaming, and never stop working hard for your dreams.""​  ""Imagine no limitations on what you can be, h… ",117,1092,834,412,0.22,-0.29,
8,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065038354528563200,2018-11-21,Oprah Winfrey Uses the Same 3 Sentences to Get Every Meeting Off to the Perfect Start ,86,1092,834,412,0.6,0.5,
9,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065027714711728128,2018-11-20,"Changing our brains can make us better #leaders, even if it can’t give us younger bodies.  ",91,1092,834,412,0.44,0.25,"leaders, "
10,423822035,StepUpLeader,"Executive Coach, author helping entrepreneurs, executives & women leaders go from stuck to unstuck & get out of overwhelm. http://t.co/xpkdOuG7",1065005855597301761,2018-11-20,Cultivate an Attitude of Gratitude  #leadershiplesson #gratitude #mindset,73,1092,834,412,0.51,0.0,"leadershiplesson, gratitude, mindset, leadershiplesson, gratitude, mindset, leadershiplesson, gratitude, mindset, "
